1034	3	716	0	0
268	4	269	15	0
1163	43	134	15	0
1501	123	211	15	0
685	60	1535	45	0
389	42	692	45	0
211	71	746	60	0
1503	0	273	75	0
1092	55	1444	75	0
23	0	1247	90	0
383	160	388	90	0
1245	100	1443	120	0
393	110	345	135	0
1378	42	1225	135	0
268	117	1503	135	0
535	42	304	150	0
15	10	1348	165	0
681	51	704	180	0
1501	149	966	195	0
536	80	1503	225	0
1503	130	681	225	0
1131	160	287	300	0
23	42	1590	375	0
1503	0	1047	375	0
219	46	1069	375	0
1247	0	262	405	0
1016	42	224	435	0
1245	46	1304	450	0
1163	10	1276	480	0
1009	80	899	480	0
1271	43	785	495	0
508	10	211	495	0
1275	43	978	510	0
1069	147	613	525	0
224	130	669	555	0
537	0	473	600	0
331	72	134	600	0
1503	42	1131	600	0
1009	2	1092	615	0
900	10	1092	630	0
135	44	134	630	0
679	61	1210	630	0
409	61	1378	645	0
524	83	1131	690	0
1070	43	23	705	0
669	10	591	705	0
1397	46	189	705	0
552	10	793	720	0
1131	63	295	720	0
1508	160	669	735	0
920	42	1483	735	0
1158	93	268	735	0
1435	100	1482	780	0
1445	48	314	810	0
1570	10	748	855	0
494	144	1503	870	0
1444	43	224	870	0
1096	80	965	870	0
1271	3	1270	900	0
670	0	1019	900	0
1503	46	504	915	0
583	83	1398	930	0
311	42	367	930	0
704	83	1104	930	0
1501	157	287	960	0
644	43	9	960	0
1092	60	1503	1035	0
536	98	1482	1035	0
106	157	1503	1050	0
1034	2	631	1065	0
335	157	134	1065	0
114	61	667	1110	0
1158	93	965	1125	0
1131	140	422	1170	0
1503	40	211	1170	0
678	140	1425	1185	0
1034	93	1158	1185	0
1503	80	311	1200	0
1369	40	1096	1200	0
114	157	189	1230	0
900	0	1131	1230	0
667	42	309	1230	0
15	0	1030	1260	0
1158	55	82	1275	0
1503	0	21	1275	0
1006	40	32	1275	0
685	36	1503	1305	0
1135	160	669	1305	0
1431	48	681	1410	0
1503	60	1123	1440	0
1152	46	1435	1455	0
552	0	725	1455	0
1260	48	613	1470	0
389	157	669	1485	0
1487	92	964	1485	0
899	140	240	1485	0
1503	157	118	1500	0
1247	36	282	1515	0
613	10	1501	1515	0
546	7	560	1530	0
671	43	314	1545	0
876	40	1378	1545	0
637	36	309	1560	0
849	43	536	1575	0
681	144	1096	1605	0
556	48	910	1605	0
211	0	342	1620	0
1163	40	21	1620	0
669	100	681	1665	0
965	160	1516	1665	0
1477	40	820	1695	0
874	43	1589	1740	0
198	61	1197	1755	0
1057	48	1559	1800	0
679	91	225	1800	0
1219	157	954	1815	0
1219	80	1282	1830	0
389	0	20	1830	0
1503	71	287	1875	0
134	42	967	1890	0
23	55	1378	1890	0
1398	54	63	1890	0
20	48	1444	1905	0
594	36	1471	1950	0
1158	117	1526	1950	0
1503	36	290	1950	0
1503	42	546	1965	0
116	43	470	1965	0
523	69	1158	1965	0
1201	0	432	1965	0
895	130	799	1995	0
1569	92	1372	1995	0
1503	43	293	1995	0
311	110	74	2025	0
1015	156	546	2085	0
511	72	1503	2085	0
1223	3	1151	2085	0
1173	7	1184	2100	0
1006	10	677	2115	0
358	157	1184	2115	0
309	43	1275	2115	0
152	43	189	2115	0
1048	26	1444	2130	0
21	42	762	2130	0
90	36	910	2130	0
627	157	318	2130	0
1009	0	546	2145	0
1425	122	799	2145	0
293	63	889	2175	0
678	23	48	2190	0
719	100	765	2220	0
224	10	1269	2220	0
672	93	1577	2235	0
1483	42	555	2250	0
1591	144	712	2250	0
521	93	601	2250	0
613	42	546	2265	0
444	14	927	2265	0
1577	159	408	2265	0
837	91	1275	2265	0
1329	55	311	2280	0
644	3	1298	2280	0
546	43	574	2280	0
1416	144	808	2295	0
1349	47	1047	2295	0
1301	10	103	2295	0
1120	110	82	2310	0
1131	144	537	2310	0
1034	5	719	2310	0
1278	2	1562	2325	0
1219	42	1232	2340	0
952	36	788	2340	0
1168	43	1503	2370	0
134	66	965	2400	0
300	45	310	2400	0
669	90	1398	2415	0
1503	83	116	2445	0
1503	40	286	2445	0
649	42	82	2460	0
787	10	1158	2475	0
714	42	1503	2475	0
1570	10	309	2475	0
1131	160	618	2490	0
1490	48	649	2490	0
219	45	1505	2490	0
669	62	1577	2490	0
1194	42	1503	2505	0
536	3	1416	2505	0
1131	147	1503	2520	0
546	55	900	2520	0
1503	144	524	2535	0
21	157	20	2535	0
810	42	1501	2550	0
1158	0	240	2565	0
310	2	246	2580	0
1032	157	1034	2580	0
1092	23	1511	2595	0
1503	3	1025	2595	0
732	3	1505	2595	0
546	43	1525	2610	0
337	144	1503	2610	0
1503	0	295	2625	0
1503	43	876	2625	0
1527	48	1275	2625	0
1440	91	1214	2625	0
1503	48	1338	2655	0
810	43	218	2655	0
1131	43	114	2655	0
1562	93	296	2670	0
1503	117	792	2685	0
1158	157	1515	2685	0
604	10	1092	2700	0
15	0	384	2700	0
1298	48	1158	2700	0
1105	42	974	2715	0
1129	150	345	2715	0
1503	40	40	2745	0
1503	43	1306	2760	0
1102	149	1131	2760	0
670	122	623	2760	0
886	55	1432	2760	0
310	10	101	2775	0
1359	1	311	2775	0
902	42	398	2775	0
965	140	831	2790	0
493	3	1354	2790	0
311	30	1017	2790	0
376	130	330	2790	0
524	157	1034	2805	0
620	87	1217	2805	0
1549	48	1057	2835	0
145	42	1348	2835	0
211	48	1562	2835	0
1503	144	1165	2835	0
1581	42	1528	2835	0
831	157	314	2835	0
670	92	546	2835	0
1166	144	954	2850	0
309	79	1505	2850	0
1101	60	1503	2880	0
1503	93	139	2880	0
681	51	704	2880	0
1254	42	613	2880	0
1399	154	1131	2880	0
1209	91	536	2880	0
1503	0	793	2895	0
725	67	1166	2895	0
997	0	1092	2910	0
1165	100	900	2925	0
1219	157	573	2925	0
21	18	20	2940	0
1503	0	106	2940	0
1503	42	32	2940	0
876	10	1145	2940	0
1505	92	523	2955	0
1361	40	369	2955	0
114	48	773	2985	0
47	93	1092	3000	0
224	55	240	3000	0
1503	40	96	3000	0
1102	10	82	3015	0
376	48	311	3015	0
1359	0	633	3015	0
1503	1	402	3015	0
1245	23	314	3015	0
211	40	876	3015	0
1503	69	1158	3015	0
552	61	1503	3030	0
310	40	1158	3045	0
1549	43	1378	3045	0
181	55	1535	3045	0
1359	100	182	3045	0
290	144	10	3060	0
1275	36	748	3060	0
1482	91	1503	3075	0
681	157	1398	3075	0
20	157	649	3090	0
876	42	224	3090	0
320	48	1503	3090	0
1503	110	1048	3090	0
314	14	965	3105	0
1016	40	367	3135	0
1219	91	23	3150	0
1187	92	1549	3150	0
1000	42	1503	3150	0
609	42	1204	3180	0
345	98	118	3180	0
225	63	1408	3195	0
8	40	269	3195	0
1047	36	1348	3210	0
1349	27	699	3225	0
1511	129	1047	3240	0
784	43	411	3240	0
1200	80	1092	3255	0
332	157	1503	3270	0
1185	106	1275	3270	0
164	72	1378	3285	0
996	91	1503	3285	0
481	40	1158	3285	0
965	42	1501	3285	0
1503	80	1168	3300	0
451	60	1275	3330	0
444	131	1398	3330	0
1219	92	12	3330	0
899	157	1032	3345	0
1503	0	876	3375	0
423	2	669	3390	0
10	157	1503	3390	0
1131	42	1503	3390	0
12	40	1563	3420	0
889	157	1120	3420	0
251	79	1505	3420	0
520	43	508	3435	0
900	93	1034	3435	0
1032	144	746	3450	0
762	43	134	3450	0
1034	48	15	3465	0
280	160	1503	3465	0
513	2	669	3465	0
831	48	1184	3495	0
165	62	1108	3495	0
591	0	783	3495	0
644	36	269	3510	0
644	61	1562	3510	0
57	61	546	3525	0
1275	61	793	3525	0
1348	92	1048	3525	0
1070	10	1503	3525	0
682	72	1096	3540	0
1168	80	651	3540	0
1048	133	1502	3540	0
1196	129	1462	3585	0
896	0	876	3600	0
1581	43	21	3600	0
1535	66	1019	3615	0
1482	48	681	3615	0
546	93	1154	3615	0
1538	10	1544	3615	0
1163	40	269	3630	0
358	98	831	3630	0
537	42	91	3645	0
719	80	1501	3645	0
1184	93	1163	3660	0
118	2	1562	3660	0
272	42	613	3660	0
1572	42	1505	3660	0
1163	36	202	3690	0
1482	54	268	3690	0
21	71	1501	3690	0
574	160	1034	3705	0
1419	43	1503	3720	0
1503	161	1272	3735	0
1246	61	382	3750	0
48	157	670	3765	0
1501	36	1503	3765	0
1482	93	681	3765	0
908	144	781	3780	0
268	157	736	3780	0
1444	93	1092	3810	0
1071	122	1131	3810	0
62	43	1590	3810	0
392	117	723	3810	0
498	157	1503	3825	0
1348	40	1047	3825	0
360	40	273	3825	0
1503	115	268	3825	0
1503	10	309	3840	0
1503	103	1131	3840	0
1436	61	788	3840	0
641	26	679	3855	0
1221	27	231	3855	0
1158	48	1503	3855	0
36	48	1503	3855	0
1131	42	304	3855	0
1146	80	1503	3870	0
546	157	314	3870	0
133	46	959	3870	0
1096	92	1444	3870	0
37	140	1503	3870	0
32	43	1048	3885	0
839	0	1329	3885	0
699	60	1503	3885	0
1501	42	213	3900	0
1503	10	1245	3900	0
1278	10	1501	3900	0
321	88	1104	3915	0
290	48	679	3930	0
1348	66	1158	3930	0
1503	40	1275	3945	0
660	40	1487	3945	0
291	160	229	3945	0
910	40	522	3960	0
580	4	1378	3960	0
106	144	316	3975	0
376	48	1163	3990	0
1528	42	224	3990	0
1503	151	1252	4005	0
314	42	570	4005	0
1054	98	1501	4005	0
562	43	1503	4005	0
1507	4	1440	4005	0
1308	46	1527	4020	0
1096	60	681	4020	0
1173	86	669	4020	0
1246	92	785	4020	0
330	141	1158	4035	0
1503	140	874	4035	0
1210	0	1348	4035	0
739	48	311	4035	0
554	0	788	4050	0
250	30	1503	4050	0
48	147	602	4050	0
309	43	220	4050	0
1503	80	1245	4050	0
529	92	583	4050	0
1359	161	749	4050	0
1287	61	1503	4065	0
1164	48	703	4065	0
188	0	1503	4065	0
211	42	469	4080	0
536	2	669	4080	0
1448	93	1145	4080	0
1121	72	118	4080	0
729	10	309	4080	0
230	157	23	4095	0
681	46	23	4095	0
1503	48	1296	4095	0
134	43	454	4095	0
536	55	525	4125	0
1503	100	1171	4125	0
1378	23	1217	4140	0
1173	61	1577	4140	0
928	48	1503	4155	0
866	36	552	4155	0
1503	42	611	4155	0
1239	48	409	4155	0
1051	40	1169	4170	0
15	100	1502	4170	0
1263	160	1135	4185	0
669	3	1173	4185	0
310	55	451	4185	0
1132	0	1019	4185	0
613	122	1503	4215	0
546	36	1154	4230	0
546	10	1505	4230	0
295	43	48	4230	0
1120	40	1378	4230	0
359	144	1165	4245	0
1183	60	374	4245	0
1180	55	783	4245	0
1354	144	1305	4245	0
224	92	669	4245	0
1275	144	633	4245	0
444	2	1165	4245	0
499	157	1131	4260	0
1503	36	1131	4275	0
1348	92	1048	4290	0
211	46	1158	4290	0
1002	0	1444	4290	0
950	40	1503	4290	0
1063	43	1444	4305	0
1048	46	1301	4305	0
552	4	1010	4305	0
1111	110	1131	4305	0
508	48	669	4320	0
1482	26	1171	4320	0
1034	2	516	4320	0
282	144	1268	4320	0
