1543	0	1138	2023	2023
208	1	1456	2018	2018
993	2	948	2015	2015
1543	0	1245	2022	2022
1543	0	1518	2023	2023
1119	1	253	2018	2018
1543	0	1478	2022	2022
9	1	910	2017	2017
272	2	948	2021	2021
272	1	768	2023	2023
208	1	896	2015	2015
1543	0	284	2019	2019
9	1	1535	2021	2021
1543	0	285	2020	2020
1411	2	342	2016	2016
270	1	987	2023	2023
410	0	1496	2021	2021
1543	0	1551	2021	2021
1543	0	1038	2019	2019
51	2	1409	2020	2020
1543	0	1556	2024	2024
272	0	259	2023	2023
1543	1	1035	2022	2022
577	0	466	2014	2014
1543	0	823	2023	2023
272	2	707	2023	2023
1200	1	905	2024	2024
310	1	1214	2021	2021
10	1	1155	2020	2020
1543	0	1256	2022	2022
9	1	1178	2016	2016
1543	0	1384	2022	2022
272	0	232	2019	2019
1175	0	1018	2022	2022
272	0	956	2019	2019
577	1	398	2014	2014
294	1	626	2024	2024
1543	0	1495	2021	2021
51	0	820	2016	2016
1175	0	871	2022	2022
410	0	1163	2020	2020
1543	0	912	2020	2020
1543	0	748	2023	2023
577	0	303	2015	2015
1543	0	1291	2020	2020
621	0	1482	2021	2021
1432	1	1416	2016	2016
270	2	492	2021	2021
1124	0	1396	2015	2015
1543	0	1418	2021	2021
1543	0	649	2022	2022
1543	0	1266	2019	2019
1543	0	1565	2019	2019
10	1	1425	2018	2018
1175	0	1343	2016	2016
1543	0	617	2022	2022
1431	1	922	2019	2019
272	1	948	2021	2021
208	1	1036	2019	2019
1543	0	135	2024	2024
272	2	233	2019	2019
51	1	390	2021	2021
410	0	1003	2018	2018
1175	2	1166	2018	2018
1411	1	1287	2016	2016
1543	0	1572	2023	2023
208	2	457	2015	2015
1543	0	190	2021	2021
208	1	82	2022	2022
1175	0	193	2018	2018
577	0	1496	2014	2014
1175	1	871	2016	2016
1119	1	255	2018	2018
1119	1	1247	2022	2022
1543	0	409	2022	2022
1522	1	1023	2018	2018
1543	0	1216	2024	2024
9	1	1453	2016	2016
272	0	658	2014	2014
51	0	702	2021	2021
746	1	755	2015	2015
1543	0	1233	2020	2020
1543	0	475	2023	2023
270	1	1497	2023	2023
1124	2	145	2015	2015
10	1	825	2017	2017
