577	0	466	0	0
577	1	398	0	0
577	0	1496	0	0
272	0	658	0	0
270	1	1392	0	0
51	0	193	0	0
958	1	1206	0	0
1119	1	847	0	0
577	0	193	0	0
51	1	423	0	0
10	1	94	0	0
1175	0	520	0	0
51	0	682	0	0
272	2	432	0	0
272	0	452	0	0
340	1	1236	0	0
208	1	1317	0	0
340	0	464	0	0
1318	0	251	0	0
577	0	1045	0	0
577	0	616	0	0
577	0	926	0	0
577	1	789	0	0
577	0	76	0	0
1522	1	797	0	0
577	0	998	0	0
1522	0	575	0	0
1175	0	85	0	0
184	2	24	0	0
10	1	723	0	0
577	2	1581	0	0
208	1	1323	0	0
1522	1	353	0	0
577	0	1040	0	0
10	1	67	0	0
272	0	392	0	0
1522	2	933	0	0
577	0	464	0	0
185	1	1206	0	0
51	1	1164	0	0
577	0	367	0	0
270	1	187	0	0
1175	1	32	0	0
208	1	1107	0	0
168	2	319	0	0
340	0	193	0	0
577	0	1391	0	0
577	2	436	0	0
577	0	1032	0	0
51	1	383	0	0
208	1	107	0	0
577	0	718	0	0
1445	1	1521	0	0
270	2	186	0	0
1522	1	1275	0	0
272	0	1300	0	0
270	2	188	0	0
1119	1	1055	0	0
1522	2	62	0	0
1522	0	570	0	0
220	0	865	0	0
270	1	622	0	0
270	1	91	0	0
272	0	951	0	0
270	2	1158	0	0
270	1	188	0	0
270	2	1054	0	0
10	1	669	0	0
577	2	1399	0	0
51	1	273	0	0
577	1	313	0	0
577	0	97	0	0
458	0	1427	0	0
340	0	1496	0	0
10	1	826	0	0
328	1	376	0	0
208	1	1413	0	0
10	1	1014	0	0
577	0	1512	0	0
958	1	91	0	0
340	1	1238	0	0
272	0	1050	0	0
270	1	1043	0	0
272	0	77	0	0
10	1	727	0	0
1119	1	996	0	0
208	1	1021	0	0
270	1	376	0	0
208	0	737	0	0
1522	0	571	0	0
10	1	726	0	0
577	1	1516	0	0
10	2	1406	0	0
1175	0	704	0	0
340	0	258	0	0
340	2	1161	0	0
1175	0	378	0	0
993	2	948	1	0
208	1	896	1	0
577	0	303	1	0
1124	0	1396	1	0
208	2	457	1	0
746	1	755	1	0
1124	2	145	1	0
185	1	376	1	0
1092	2	366	1	0
208	2	150	1	0
270	1	319	1	0
1093	2	1488	1	0
577	0	831	1	0
272	0	1430	1	0
270	1	1439	1	0
746	1	1123	1	0
1200	1	1224	1	0
43	1	606	1	0
208	1	827	1	0
10	1	1436	1	0
14	1	116	1	0
208	0	87	1	0
340	0	839	1	0
130	0	1517	1	0
9	2	20	1	0
51	0	537	1	0
1175	0	1433	1	0
442	0	1007	1	0
1522	1	352	1	0
340	2	1490	1	0
833	0	2	1	0
1411	1	777	1	0
1124	2	19	1	0
1124	1	1593	1	0
402	2	1192	1	0
1432	0	1427	1	0
340	0	1238	1	0
51	0	468	1	0
272	0	464	1	0
746	1	241	1	0
1092	0	1517	1	0
402	0	367	1	0
43	1	1533	1	0
208	1	1097	1	0
1102	1	1464	1	0
1389	2	1367	1	0
272	0	431	1	0
592	2	103	1	0
1432	0	374	1	0
51	0	251	1	0
1522	2	1248	1	0
577	0	1517	1	0
208	0	448	1	0
208	1	307	1	0
1175	0	549	1	0
208	0	1495	1	0
185	1	1043	1	0
1175	1	967	1	0
231	1	1381	1	0
208	0	774	1	0
340	0	464	1	0
1124	2	48	1	0
340	1	1490	1	0
577	1	1085	1	0
10	1	790	1	0
208	1	770	1	0
1411	1	689	1	0
577	0	725	1	0
309	1	582	1	0
1124	0	367	1	0
270	2	343	1	0
1411	1	1349	1	0
219	0	203	1	0
272	0	661	1	0
1200	1	770	1	0
328	1	376	1	0
1093	1	451	1	0
51	0	162	1	0
1175	0	774	1	0
214	0	132	1	0
208	1	1454	1	0
